																				
																					
													Mixed Door Cabinet								
McCall Refrigeration	McCall	MCCR1-S	MCCR1-S	"MCCR1-S-I1,MCCR1-S-I1,; MCCR1-S-SON1,MCCR1-S-SON1,; MCCR1-S-SON2,MCCR1-S-SON2,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	24.53	0	24.53	82	29	34	2.38	R-404A	6/6/2011	12/3/2012
McCall Refrigeration	McCall	MCCR1-SH	MCCR1-SH	"MCCR1-SH-13-HH1,MCCR1-SH-13-HH1,; MCCR1-SH-I3,MCCR1-SH-I3,; MCCR1-SH-SON1,MCCR1-SH-SON1,; MCCR1-SH-SON2,MCCR1-SH-SON2,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	24.46	0	24.46	82	29	34	2.63	R-404A	6/6/2011	12/3/2012
McCall Refrigeration	McCall	MCCR25-G	MCCR25-G		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	19.5	19.5	0	79.5	25.5	32.8	3.68	R-404A	6/1/2011	9/20/2012
McCall Refrigeration	McCall	MCCR25-GH	MCCR25-GH		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	19.4	19.4	0	79.5	25.5	32.8	3.62	R-404A	6/1/2011	9/20/2012
McCall Refrigeration	McCall	MCCR25-S	MCCR25-S	"MCCR25-S-I1,MCCR25-S-I1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	20.4	0	20.4	79.5	25.5	32.8	2.48	R-404A	6/1/2011	12/3/2012
McCall Refrigeration	McCall	MCCR25-SH	MCCR25-SH	"MCCR25-SH-I1,MCCR25-SH-I1,; MCCR25-SH-SON1,MCCR25-SH-SON1,; MCCR25-SH-SON2,MCCR25-SH-SON2,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.3	0	20.3	79.5	25.5	32.8	2.7	R-404A	6/1/2011	12/3/2012
McCall Refrigeration	McCall	MCCR27*	MCCR27*		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.7		5.7	33.3	27.3	27.8	1.88	R-404A	1/1/2005	10/19/2012
McCall Refrigeration	McCall	MCCR2-G	MCCR2-G	"MCCR2-G-I2,MCCR2-G-I2,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	51.42	51.42	0	82	56	34	5.51	R-404A	6/6/2011	12/3/2012
McCall Refrigeration	McCall	MCCR2-GH	MCCR2-GH	"MCCR2-GH-I2,MCCR2-GH-I2,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	51.19	51.19	0	82	56	34	6.22	R-404A	6/6/2011	12/3/2012
McCall Refrigeration	McCall	MCCR2-S	MCCR2-S	"MCCR2-S-KROG1,MCCR2-S-KROG1,; MCCR2-S-M298,MCCR2-S-M298,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	50.35	0	50.35	82	56	34	3.92	R-404A	6/6/2011	12/3/2012
McCall Refrigeration	McCall	MCCR2-SH	MCCR2-SH		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	50.22	0	50.22	82	56	34	4.25	R-404A	6/6/2011	9/20/2012
McCall Refrigeration	McCall	MCCR3-G	MCCR3-G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	78.36	78.36	0	82	83	34	8.44	R-404A	6/6/2011	9/20/2012
McCall Refrigeration	McCall	MCCR3-GH	MCCR3-GH		Glass Door Refrigerator Cabinet	Vertical		Automatic	6	0	Hinged	78.01	78.01	0	82	83	34	9.37	R-404A	6/6/2011	9/20/2012
McCall Refrigeration	McCall	MCCR3-S	MCCR3-S	"MCCR3-S-M298,MCCR3-S-M298,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	76.75	0	76.75	82	83	34	5.2	R-404A	6/6/2011	12/3/2012
McCall Refrigeration	McCall	MCCR3-SH	MCCR3-SH		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	76.55	0	76.55	82	83	34	5.3	R-404A	6/6/2011	9/20/2012
McCall Refrigeration	McCall	MCCR48	MCCR48		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	10.8		10.8	35.5	48	28.5	2.04	R-404A	1/1/2005	10/19/2012
McCall Refrigeration	McCall	MCCR51-G	MCCR51-G	"MCCR51-G-I3,MCCR51-G-I3,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	43.26	43.26	0	79.5	51	32.8	6.18	R-404A	6/1/2011	12/3/2012
McCall Refrigeration	McCall	MCCR51-GH	MCCR51-GH		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	43.05	43.05	0	79.5	51	32.8	6.21	R-404A	6/1/2011	9/20/2012
McCall Refrigeration	McCall	MCCR51-S	MCCR51-S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.13	0	42.13	79.5	51	32.8	3.61	R-404A	6/1/2011	9/20/2012
McCall Refrigeration	McCall	MCCR51-SH	MCCR51-SH	"MCCR51-SH-I4,MCCR51-SH-I4,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	41.94	0	41.94	79.5	51	32.8	3.74	R-404A	6/1/2011	12/3/2012
McCall Refrigeration	McCall	MCCRT48*	MCCRT48*		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16		16	36	48	31.5	2.61	R-404A	1/1/2005	10/19/2012
McCall Refrigeration	McCall	MCCRT60*	MCCRT60*		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	34.3	60	31.5	2.75	R-404A	1/1/2005	10/19/2012
McCall Refrigeration	McCall	MCCSTR48*	MCCSTR48*		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16		16	36	48	31.5	2.61	R-404A	1/1/2005	10/19/2012
McCall Refrigeration	McCall	MER26-G*	MER26-G*		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	22.1	22.1		78	30	29.5	3.32	R-134A	1/1/2005	10/19/2012
"MetalFrio Solutions, Inc."	"Metalfrio Solutions, Inc."	CFD	CFD-1RR		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	20.6	0	18.4	82.5	29	32.2	2.24	R-134A	2/7/2011	2/7/2011
"MetalFrio Solutions, Inc."	"Metalfrio Solutions, Inc."	CFD	CFD-2RR		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	41.33	0	29.29	82.5	54	32.2	2.57	R-134A	2/7/2011	2/7/2011
MVP Group Corp.	KOOL-IT	KBSR-1	KBSR-1		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.3	0	19.3	76.9	26.8	30	2.58	R-134A	1/5/2002	9/21/2012
MVP Group Corp.	KOOL-IT	KBSR-2	KBSR-2		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.7	0	42.7	76.9	53.9	31	3.36	R-134A	1/5/2002	9/21/2012
MVP Group Corp.	KOOL-IT	KTSR-1	KTSR-1		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.39	0	19.39	76.9	31	26.8	2.53	R-134A	1/13/2011	9/21/2012
MVP Group Corp.	KOOL-IT	KTSR-2	KTSR-2		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	43.64	0	43.64	76.9	31	31	3.96	R-134A	1/3/2011	9/21/2012
Nor-Lake Incorporated	Norlake	AR082SSS/0	AR082SSS/0		Solid Door Refrigerator Cabinet	Chest		Manual	0	2	Hinged	12.15	0	12.15	44	111.76	34	1.85	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	AR084SSS/0	AR084SSS/0		Solid Door Refrigerator Cabinet	Chest		Manual	0	4	Hinged	12.15	0	12.15	44.38	112.71	35	1.29	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	AR122SSS/0	AR122SSS/0		Solid Door Refrigerator Cabinet	Chest		Manual	0	2	Hinged	17.79	0	17.79	44	111.76	34	2.52	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	AR124SSS/0	AR124SSS/0		Solid Door Refrigerator Cabinet	Chest		Manual	0	4	Hinged	17.82	0	17.82	44.38	112.71	35	1.93	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	AR162SSS/0	AR162SSS/0		Solid Door Refrigerator Cabinet	Chest		Manual	0	2	Hinged	23.4	0	23.4	44	111.76	34	2.24	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	AR164SSS/0	AR164SSS/0		Solid Door Refrigerator Cabinet	Chest		Manual	0	4	Hinged	23.49	0	23.49	44.38	112.71	35	1.64	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NLUR36	NLUR36		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	8.54		8.54	35.88	91.1	30	2.05	R-134A	1/7/2012	1/7/2012
Nor-Lake Incorporated	Norlake	NR241SSG/0	NR241SSG/0		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	23.3	23.3		81.5	207	35.1	3.45	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR241SSG/0X	NR241SSG/0X		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	23.3	23.3		81.5	207	35.1	3.08	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR241SSS/0	NR241SSS/0		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	23.27	0	23.27	81.5	207	35.1	2.96	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR241SSS/0X	NR241SSS/0X		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	23.3	0	23.3	81.5	207	35.1	2.61	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR242SSS/0	NR242SSS/0		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	23.3		23.3	81.5	207	35.1	2.96	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR242SSS/0X	NR242SSS/0X		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	23.3		23.3	81.5	207	35.1	2.58	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR522SSG/0X	NR522SSG/0X		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	50.5	50.5		81.5	207	35.1	6.71	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR522SSS/0	NR522SSS/0		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	50.5		50.5	81.5	207	35.1	4.11	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR522SSS/0X	NR522SSS/0X		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	50.5		50.5	81.5	207	35.1	4.23	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR524SSS/0X	NR524SSS/0X		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	50.5		50.5	81.5	207	35.1	4.4	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR803SSG/0	NR803SSG/0		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	77.7	77.7		81.5	207	35.1	8.34	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR803SSG/0X	NR803SSG/0X		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	77.7	77.7		81.5	207	35.1	5.75	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR803SSS/0	NR803SSS/0		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	77.73		77.73	81.5	207	35.1	4.51	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR803SSS/0X	NR803SSS/0X		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	77.7		77.7	81.5	207	35.1	3.56	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR806SSS/0	NR806SSS/0		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	77.7		77.7	81.5	207	35.1	4.84	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	NR806SSS/0X	NR806SSS/0X		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	77.7		77.7	81.5	207	35.1	3.98	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	R23-S	R23-S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	20.5		20.9	83.8	212.7	33	2.26	R-134A	12/1/2011	11/16/2011
Nor-Lake Incorporated	Norlake	R49-S	R49-S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	44.2		43.1	83.8	212.7	33	3.31	R-134A	12/1/2011	11/16/2011
Nor-Lake Incorporated	Norlake	R72-S	R72-S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	66.6		66.6	83.8	212.7	33	5.36	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	UR27	UR27		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	6.8		6.8	35.9	91.1	30	1.15	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	UR36	UR36		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	8.54		8.54	35.88	91.1	30	2.05	R-134A	1/7/2012	1/7/2012
Nor-Lake Incorporated	Norlake	UR48	UR48		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	13.1		13.1	35.9	91.1	30	1.66	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	UR60	UR60		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16.2		16.2	35.9	91.1	30	2.03	R134A	3/23/2011	3/24/2011
Nor-Lake Incorporated	Norlake	UR72	UR72		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	19.5		19.5	35.9	91.1	30	2.34	R134A	3/23/2011	3/24/2011
Patriot Foodservice Equipment	Patriot	P23R	P23R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.3	0	19.3	76.9	26.8	30	2.58	R-134A	1/5/2002	9/21/2012
Patriot Foodservice Equipment	Patriot	P49R	P49R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.7	0	42.7	76.9	53.9	31	3.36	R-134A	1/5/2002	9/21/2012
Patriot Foodservice Equipment	Patriot	STM23R	STM23R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.39	0	19.39	76.9	31	26.8	2.53	R-134A	1/13/2011	9/21/2012
Patriot Foodservice Equipment	Patriot	STM49R	STM49R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	43.64	0	43.64	76.9	31	31	3.96	R-134A	1/3/2011	9/21/2012
Perlick Corporation	Perlick	BC36	BC36		Solid Door Refrigerator Cabinet	Chest		Automatic	0	1	Sliding	7.6			34	86.36	24	1.22	R-134A	10/1/2007	3/14/2011
Perlick Corporation	Perlick	BS32	BS32		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.72	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	BS32	BS32 - Glass door		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	7			34.5	87.63	24.75	1.97	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	CS32SB	CS32SB		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.72	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	CS32SG	CS32SG		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	7			34.5	87.63	24.75	1.97	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	CS32SS	CS32SS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.72	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	CS32ST	CS32ST		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	7			34.5	87.63	24.75	1.97	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	DP32BLT	DP32BLT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.4	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	DP32SLT	DP32SLT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.4	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	DS32BLT	DS32BLT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.4	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	DS32SLT	DS32SLT		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	7			34.5	87.63	24.75	1.4	R-134A	10/1/2005	3/14/2011
Perlick Corporation	Perlick	HC24RS	HC24RS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.3			34	86.36	24	1.69	R-134A	2/1/2009	3/14/2011
Perlick Corporation	Perlick	HC24RS	HC24RS - Glass door		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	5.3			34	86.36	24	1.93	R-134A	2/1/2009	3/14/2011
"Primoris Inc., Saturn Equipment"	Saturn	S23R	S23R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.3	0	19.3	76.9	26.8	30	2.58	R-134A	1/5/2002	9/21/2012
"Primoris Inc., Saturn Equipment"	Saturn	S49R	S49R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.7	0	42.7	76.9	53.9	31	3.36	R-134A	1/5/2002	9/21/2012
"Primoris Inc., Saturn Equipment"	Saturn	STM23R	STM23R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.39	0	19.39	76.9	31	26.8	2.53	R-134A	1/13/2011	9/21/2012
"Primoris Inc., Saturn Equipment"	Saturn	STM49R	STM49R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	43.64	0	43.64	76.9	31	31	3.96	R-134A	1/3/2011	9/21/2012
Proud Inc.	Proud	PS-R23	PS-R23		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.3	0	19.3	76.9	26.8	30	2.58	R-134A	1/5/2002	9/21/2012
Proud Inc.	Proud	PS-R49	PS-R49		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.7	0	42.7	76.9	53.9	31	3.36	R-134A	1/5/2002	9/21/2012
Proud Inc.	Proud	PS-RT23	PS-RT23		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.39	0	19.39	76.9	31	26.8	2.53	R-134A	1/13/2011	9/21/2012
Proud Inc.	Proud	PS-RT49	PS-RT49		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	43.64	0	43.64	76.9	31	31	3.96	R-134A	1/3/2011	9/21/2012
QBD Cooling Systems Inc.	QBD	CD34S	CD34S		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	29.1	29.1	0	78.13	29.5	40.38	4.89	R-134A	5/10/2012	9/20/2012
QBD Cooling Systems Inc.	QBD	CD39H	CD39H		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	34.78	34.78	0	78.13	29.5	44.38	5.09	R-134a	8/31/2012	9/7/2012
QBD Cooling Systems Inc.	QBD	DC7HG	DC7HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	6.27	6.27	0	38.25	21.38	24.88	1.92	R-134A	5/28/2012	9/20/2012
QBD Cooling Systems Inc.	QBD	PC8H	PC8H		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	9.42	9.42		74.25	19.63	25.38	2.48	R-134A	4/10/2012	9/20/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD10H	CD10H		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	9.22	9.22		55	26	25	2.19	R-134A	8/23/2007	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD12H	CD12H		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	11.27	11.27		63	26	25	2.19	R-134A	8/23/2007	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD14H	CD14H		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	14.33	14.33		56	36	24.5	2.82	R-134A	5/1/2007	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD26-L1T5	CD26-L1T5		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	23.13	23.13		78.38	30.63	29.75	3.79	R-134A	10/31/2008	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD38S	CD38S		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	31.75	31.75		78.13	44.38	29.75	5.25	R-134A	12/28/2010	10/19/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD40S	CD40S		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	35.18	35.18		78.13	48	29.75	5.26	R-134A	12/28/2010	10/19/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD4148S	CD4148S		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	14.64	14.64		47.63	48	24.5	2.48	R-134A	8/23/2007	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD4154SL	CD4154SL		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	14.31	14.31		53.88	47	21	2.9	R-134A	10/15/2008	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD4156SL	CD4156SL		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	15.09	15.09		55.88	47	21	3.05	R-134A	10/15/2008	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD4160SL	CD4160SL		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	16.54	16.54		59.63	47	21	3.05	R-134A	10/15/2008	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD45S	CD45S		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	37.13	37.13		78.38	52	29.5	5.78	R-134A	12/15/2008	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	CD47HB	CD47HB		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	39.98	39.98		78.38	52	29.75	5.74	R-134A	12/15/2008	10/26/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	DC10PT	DC10PT		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	10.03	10.03		54	24.88	23.88	2.38	R-134A	12/20/2010	10/19/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	DC6H	DC6H		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	4.8	4.8		34.25	20.38	24.88	1.93	R-134A	12/15/2010	10/19/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	DC7H	DC7H		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	6.27	6.27		38	21.5	25	1.87	R-134A	12/15/2010	10/19/2012
QBD Cooling Systems Inc.	QBD Cooling Systems	SL10H	SL10H		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	6.63	6.63		54	25.25	18	1.77	R-134A	5/29/2008	10/19/2012
QBD Cooling Systems Inc.	QBD Modular Systems Inc.	CD26RL	CD26RL		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	1	Hinged	23.27	23.27	0	78.1	30.6	31.5	3.89	R-134A	8/20/2011	9/20/2012
"Qingdao Haier Special Icebox Co.,Ltd."	Haier	Beverage Cooler	SC258AN(E)		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	8.33			54.3	137.9	23.62	2.13	R134A	7/20/2010	4/7/2011
"Qingdao Haier Special Icebox Co.,Ltd."	Haier	SC-138	SC-138		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	4.94	4.94		36.2	20.5	24.6	1.96	R-134A	1/1/2010	10/26/2012
"Qingdao Haier Special Icebox Co.,Ltd."	Haier	SC-258AN	E		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	8.33	8.33		54.3	24.8	23.6	2.13	R-134A	5/1/2010	10/26/2012
"Qingdao Haier Special Icebox Co.,Ltd."	Haier	SC-328AN	EMS		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	10.4	10.4		63.8	24.8	24.8	2.12	R-134A	1/1/2010	10/26/2012
"Royal Vendors, Inc."	Royal Vendors	RVC-010	RVC-010		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	9	9		54	25	24	2	R-134A	8/23/2011	8/23/2011
"Royal Vendors, Inc."	Royal Vendors	RVC-012	RVC-012		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	11	11		62	25	24	3	R-134A	8/23/2011	8/23/2011
"Royal Vendors, Inc."	Royal Vendors	RVC-027	RVC-027		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	25	25		78	30	32	5	R-134A	9/1/2010	5/5/2011
SG Beverage Solutions Inc.	SG Beverage	CT-06	CT-06		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	5.96		0	32	18.75	19.75	1.87	R-134A	6/6/2011	9/12/2012
SG Beverage Solutions Inc.	SG Beverage	CT-3	CT-3		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	3	0.12	0	36.2	19.12	21.31	1.1	R-134A	1/13/2011	9/12/2012
SG Beverage Solutions Inc.	SG Beverage	SD-10	SD-10		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	8.13		0	40.93	19.95	20.42	2.14	R-134A	1/13/2011	9/12/2012
SG Beverage Solutions Inc.	SG Beverage	SD-12	SD-12		Solid Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	9.96		0	48.71	19.95	20.42	2.16	R-134A	1/13/2011	9/12/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Arctic Air	Glass Door Merchandiser	GDR23E		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.9			79.5	201.9	31.9	3.5	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Arctic Air	Glass Door Merchandiser	GDR48E		Glass Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	43.4			79.5	201.9	31.9	5.95	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Centaur Plus	Commercial storage refrigerator	CSD-1DR-BAL-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Centaur Plus	Commercial storage refrigerator	CSD-1DR-TSI-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	18.1			82.7	210	32.7	2.75	R-134A	5/30/2012	5/19/2012
"Shandong Hongtai Electrical Appliance Co., Ltd"	Centaur Plus	Commercial storage refrigerator	CSD-2DR-BAL-ES		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	0	Hinged	41.8			82.7	210	32.7	3.7	R-134A	5/30/2012	5/19/2012
