Manufacturer	Model Number	Rough Shape	Exact Lamp Shape 	Wattage	Color Temperature	Length (in inches)	Width (in inches)	Light Quality CRI	Base Type	Lumens
GE	F28T8/SXL/SPX35/ECO	linear		28	3340	48		84	medium bipin	2660
GE	F28T8/SXL/SPX41/ECO	linear		28	3920	48		82	medium bipin	2660
GE	F28T8/XL/SPX30/ECO	linear		28	2920	48		84	medium bipin	2716
GE	F28T8/XL/SPX35/ECO	linear		28	3320	48		84	medium bipin	2744
LumaPro	F28T8/835/LUMA	linear		28	3320	48		84	medium bipin	2744
GE	F28T8/XL/SPX41/ECO	linear		28	3960	48		82	medium bipin	2744
LumaPro	F28T8/841/LUMA	linear		28	3960	48		82	medium bipin	2744
GE	F32T8/25W/SPX30/ECO	linear		25	2990	48		84	medium bipin	2350
GE	F32T8/25W/SPX35/ECO	linear		25	3300	48		84	medium bipin	2400
LumaPro	F32T8/25W/835/LUMA	linear		25	3300	48		84	medium bipin	2400
GE	F32T8/25W/SPX41/ECO	linear		25	3950	48		82	medium bipin	2400
LumaPro	F32T8/25W/841/LUMA	linear		25	3950	48		82	medium bipin	2400
GE	F32T8/25W/SPP35/ECO	linear		25	3320	48		84	medium bipin	2400
GE	F32T8/25W/SPP41/ECO	linear		25	3950	48		82	medium bipin	2400
GE	F32T8/25W/SXL/SPX35/ECO	linear		25	3350	48		84	medium bipin	2325
GE	F32T8/25W/SXL/SPX41/ECO	linear		25	3910	48		83	medium bipin	2325
GE	F32T8/SPX30/ECO	linear		32	2980	48		84	medium bipin	2880
GE	F32T8/830/PRO/ECO	linear		32	2990	48		84	medium bipin	2864
GE	F32T8/SPX35/ECO	linear		32	3370	48		83	medium bipin	2880
GE	F32T8/835/PRO/ECO	linear		32	3350	48		83	medium bipin	2864
GE	F32T8/SPX41/ECO	linear		32	3930	48		82	medium bipin	2880
GE	F32T8/841/PRO/ECO	linear		32	3960	48		82	medium bipin	2864
GE	F32T8/KBP/ECO	linear		32	2940	48		84	medium bipin	2848
GE	F32T8/WS/ECO	linear		32	3390	48		83	medium bipin	2848
GE	F32T8/GB/ECO	linear		32	3950	48		82	medium bipin	2848
GE	F32T8/SPP30/ECO	linear		32	2940	48		84	medium bipin	2848
LumaPro	F32T8/830/LUMA	linear		32	2940	48		84	medium bipin	2848
GE	F32T8/SPP35/ECO	linear		32	3370	48		82	medium bipin	2848
LumaPro	F32T8/835/LUMA	linear		32	3370	48		82	medium bipin	2848
GE	F32T8/SPP41/ECO	linear		32	3920	48		82	medium bipin	2848
LumaPro	F32T8/841/LUMA	linear		32	3920	48		82	medium bipin	2848
GE	F32T8/SXL/SPX35/ECO	linear		32	3420	48		83	medium bipin	2880
GE	F32T8/SXL/SPX41/ECO	linear		32	3930	48		82	medium bipin	2880
GE	F32T8/XL/SPX30/ECO	linear		32	2910	48		84	medium bipin	2864
GE	F32T8/XL/SPX35/ECO	linear		32	3310	48		84	medium bipin	2864
GE	F32T8/XL/SPX41/ECO	linear		32	3920	48		83	medium bipin	2864
GE	F32T8/XL/SPX30/HL/ECO	linear		32	2920	48		85	medium bipin	2876.8
GE	F32T8/XL/SPX35/HL/ECO	linear		32	3310	48		85	medium bipin	2924.8
GE	F32T8/XL/SPX41/HL/ECO	linear		32	4010	48		83	medium bipin	2918.4
Do-It-Best	F32T8/SPP35/DB	linear		32	3370	48		82	medium bipin	2848
Do-It-Best	F32T8/SPP41/DB	linear		32	3920	48		82	medium bipin	2848
Westinghouse	37334	linear		32	4100	48		84.3	medium bipin	2885.76
Westinghouse	60798	linear		32	4100	48		84.3	medium bipin	2885.76
Westinghouse	37413	linear		32	4100	48		84.3	medium bipin	2885.76
Westinghouse	37411	linear		32	3500	48		82.9	medium bipin	2931.2
Westinghouse	37324	linear		32	3000	48		84	medium bipin	2863.68
Westinghouse	36015	linear		28	4100	48		85.9	medium bipin	2821.56
Westinghouse	36012	linear		25	4100	48		84.4	medium bipin	2577.5
Westinghouse	7029	linear		32	4100	48		83.4	medium bipin	3416.96
Westinghouse	7028	linear		32	3500	48		84.8	medium bipin	3298.88
Energy Wiser	F32T8/830/EW	linear		32	3000	48		83.6	medium bipin	2870.4
Energy Wiser	F32T8/835/EW	linear		32	3500	48		82.9	medium bipin	2931.2
Energy Wiser	F32T8/841/EW	linear		32	4100	48		84.3	medium bipin	2885.76
Energy Wiser	F28T8/835/EW	linear		28	3500	48		84	medium bipin	2863.84
Energy Wiser	F32T8/841/HL	linear		32	4100	48		84.1	medium bipin	2905.6
Commercial Electric	3564822	linear		32		48			medium bipin	0
SATCO	S8447	linear		31.42	6500	48		83.1	medium bipin	2854.8212
SATCO	S8446	linear		31.74	5000	48		82.6	medium bipin	2885.8008
SATCO	S8430	linear		29.52	4845	48		83.2	medium bipin	2932.5168
SATCO	S8429	linear		29.52	4845	48		83.2	medium bipin	2932.5168
SATCO	S8437	linear		26.27	4942	48		85.4	medium bipin	2663.778
SATCO	S8425	linear		26.27	4942	48		85.4	medium bipin	2663.778
SATCO	S8442	linear		24.7	4953	48		85.8	medium bipin	2489.513
SATCO	S8441	linear		24.7	4953	48		85.8	medium bipin	2489.513
SATCO	S8436	linear		30.19	6584	48		82.6	medium bipin	2795.2921
SATCO	S8421	linear		30.32	4911	48		83	medium bipin	2749.4176
Howard	F32T8/865/HL/ECO/IC	linear		31.44	6626	48		82.1	medium bipin	2941.212
Howard	F25T8/850/ES/ECO/IC	linear		26.33	5204	48		82	medium bipin	2647.2182
Howard	F32T8/850/HL/ECO/IC	linear		31.51	5176	48		82.3	medium bipin	2928.8545
Ushio America	F28T8 850 48	linear		28		48			medium bipin	0
Ushio America	F32T8 850 HL 48	linear		32		48			medium bipin	0
Ushio America	F32T8 850 48	linear		32		48			medium bipin	0
Commercial Electric	F32T8/850	linear		32		48			medium bipin	0
Maintenance Engineering	F32T8/XFW/XTRABRITE*	linear		32.3	4978	48		80.5	medium bipin	2926.38
Superior Lamp and Supply	F32T8/AWX8550+*	linear		32.3	4978	48		80.5	medium bipin	2926.38
Maintenance Engineering	F32T8/AWX8550+*	linear		32.3	4978	48		80.5	medium bipin	2926.38
Philips	F32T8/TL765 HL*	linear		32.3	6290	48		74.8	medium bipin	2910.23
Philips	F32T8/TL850 PLUS*	linear		32.3	4939	48		80	medium bipin	2948.99
Philips	F32T8/TL850*	linear		32.3	4978	48		80.5	medium bipin	2926.38
Philips	F32T8/HL750*	linear		32.3	4966	48		80.1	medium bipin	2910.23
Philips	F32T8/VEA850/XEW*	linear		25.1	4945	48		80.6	medium bipin	2402.07
Philips	F32T8/VEA850/EW*	linear		27.7	4866	48		79.8	medium bipin	2675.82
Philips	F32T8/ADV850/EW*	linear		27.6	4978	48		80.7	medium bipin	2685.48
Philips	F32T8/ADV850/XEW*	linear		25.5	4978	48		80.5	medium bipin	2488.8
Philips	F32T8/ADV850/XLL*28W*	linear		27.6	5002	48		80.5	medium bipin	2627.52
Philips	F32T8/ADV850/2XL*28W*	linear		27.6	4926	48		80.7	medium bipin	2624.76
Philips	F32T8/ADV850/XLL*25W*	linear		25.7	4914	48		80.8	medium bipin	2485.19
Philips	F32T8/ADV850/2XL*25W*	linear		25.7	4914	48		80.8	medium bipin	2485.19
Philips	F32T8/ADV850/2XL*	linear		32.3	4978	48		80.5	medium bipin	2926.38
Philips	F32T8/ADV850*	linear		32.3	4962	48		80.2	medium bipin	2997.44
Ushio	F28T8/850/ES	linear		26	5000	48		82	medium bipin	2340
Ushio	F32T8XL/850	linear		32.2	5125.9	48		77.8	medium bipin	2865.8
Ushio	F32T8/850/HL	linear		32.2	5125.9	48		77.8	medium bipin	2865.8
USHIO	F25T8/850ES	linear		24.56	5058	48		82.2	medium bipin	2453.544
Ushio	F32T8/850	linear		32.2	5125.9	48		77.8	medium bipin	2865.8
MaxLite	F32T8/850XL	linear		32	5000	48		82.8	medium bipin	2848.64
Sky-Brite PlusÂ®	91613	linear		32	5000	48		82.3	medium bipin	2974.4
Sky-Brite PlusÂ®	91622	linear		28	5000	48		82.1	medium bipin	2817.92
Superior LifeÂ®	82614	linear		32	6500	48		82	medium bipin	2993.6
Sky-Brite PlusÂ®	91732	linear		25	5000	48		82	medium bipin	2513.5
Superior LifeÂ®	72613	linear		32	5000	48		80.1	medium bipin	2997.44
Superior LifeÂ®	72732	linear		25	5000	48		80	medium bipin	2586.5
Sky-Brite PlusÂ®	91637	linear		25	5000	48		80	medium bipin	2586.5
Sky-Brite PlusÂ®	91645	linear		32	5000	48		80.1	medium bipin	2997.44
Sky BriteÂ®	91640	linear		28	5000	48		80.3	medium bipin	2693.04
Superior LifeÂ®	72622	linear		28	5000	48		80.3	medium bipin	2693.04
Vita-BriteÂ®	91615	linear		32	5700	48		82.3	medium bipin	2974.4
Eiko	F28T8/865/ES	linear		28	6441	48		82.2	medium bipin	2542.4
Eiko	F28T8/850/ES	linear		28	4979	48		86.5	medium bipin	2819.04
Eiko	F32T8/850K/HL	linear		32	4873	48		82.1	medium bipin	2894.4
Eiko	F32T8/850K	linear		32	4873	48		82.1	medium bipin	2894.4
Eiko	F32T8/865K	linear		32	6508	48		83.1	medium bipin	3013.76
Eiko	F32T8/850/ES/25W	linear		25	4953	48		85.8	medium bipin	2519.75
Eiko	F32T8/850K/XL	linear		32	4896.9	48		79.9	medium bipin	2838.72
Eiko	F28T8/850/ES/XL	linear		28	4910	48		80.7	medium bipin	2502.64
Eiko	F32T8/850/ES/25W/XL	linear		25	4931	48		80.1	medium bipin	2215
Eiko	F32T8/865K/HL	linear		32	6469	48		82.6	medium bipin	3016.64
Eiko	F32T8/865/ES/25W	linear		25	6720	48		82.9	medium bipin	2265
SYLVANIA	21720; 22358; 22358	linear		32	6130	48		82.3	medium bipin	2848.64
OSRAM	21974	linear		32	6130	48		82.3	medium bipin	2848.64
SYLVANIA	22235	linear		32	4800	48		79.1	medium bipin	3145.6
SYLVANIA	22143; 23321	linear		32	4800	48		78.9	medium bipin	2963.2
SYLVANIA	22026	linear		32	4750	48		83	medium bipin	2969.6
SYLVANIA	21659	linear		32	6040	48		77	medium bipin	2905.6
SYLVANIA	20068	linear		32	4790	48		78.4	medium bipin	2873.6
SYLVANIA	24811; 24810	linear		32	6210	48		76	medium bipin	2816
SYLVANIA	21660; 28027	linear		32	4780	48		78.9	medium bipin	3081.6
SYLVANIA	22451	linear		25	4740	48		78.2	medium bipin	2227.5
SYLVANIA	22326	linear		28	4730	48		78.7	medium bipin	2581.6
SYLVANIA	22202	linear		30	4760	48		79.2	medium bipin	2754
SYLVANIA	22184	linear		28	4700	48		78	medium bipin	2674
SYLVANIA	22002	linear		32	4800	48		78.7	medium bipin	2918.4
SYLVANIA	21422	linear		28	4770	48		77.9	medium bipin	2710.4
OSRAM	22296	linear		28	4700	48		78	medium bipin	2674
OSRAM	21943	linear		32	4790	48		79	medium bipin	2982.4
Duracell	FLO10911A	linear		25	5000	48		82	medium bipin	2225
Duracell	FLO10392B	linear		32	5000	48		82	medium bipin	2816
Duracell	FLO10396B	linear		28	5000	48		82	medium bipin	2464
GE	F28T8/XL/SPP50/ECO	linear		28	4940	48		79	medium bipin	2688
GE	F28T8/SXL/SPX50/ECO	linear		28	4870	48		80	medium bipin	2660
GE	F28T8/XL/SPX50/ECO	linear		28	4920	48		80	medium bipin	2744
LumaPro	F28T8/850/LUMA	linear		28	4920	48		80	medium bipin	2744
GE	F28T8/XL/SPX65/ECO	linear		28	6410	48		77	medium bipin	2632
GE	F32T8/25W/SPX50/ECO	linear		25	4890	48		79	medium bipin	2400
LumaPro	F32T8/25W/850/LUMA	linear		25	4890	48		79	medium bipin	2400
GE	F32T8/25W/SPP50/ECO	linear		25	4840	48		80	medium bipin	2375
GE	F32T8/25W/SXL/SPX50/ECO	linear		25	4870	48		80	medium bipin	2325
GE	F32T8/SPX50/ECO	linear		32	4890	48		78	medium bipin	2848
GE	F32T8/850/PRO/ECO	linear		32	4900	48		79	medium bipin	2848
GE	F32T8/SPX65/ECO	linear		32	6290	48		77	medium bipin	2848
GE	F32T8/CL/ECO	linear		32	4910	48		78	medium bipin	2816
GE	F32T8/AS/ECO	linear		32	6370	48		81	medium bipin	2816
GE	F32T8/SPP50/ECO	linear		32	4890	48		78	medium bipin	2816
LumaPro	F32T8/850/LUMA	linear		32	4890	48		78	medium bipin	2816
GE	F32T8/SPP65/ECO	linear		32	6330	48		78	medium bipin	2816
LumaPro	F32T8/865/LUMA	linear		32	6330	48		78	medium bipin	2816
GE	F32T8/SXL/SPX50/ECO	linear		32	4860	48		79	medium bipin	2880
GE	F32T8/XL/SPX65/ECO	linear		32	6350	48		77	medium bipin	2816
GE	F32T8/XL/SPX50/ECO	linear		32	4850	48		80	medium bipin	2816
GE	F32T8/XL/SPX50/HL/ECO	linear		32	4940	48		80	medium bipin	2918.4
Westinghouse	60766	linear		32	5000	48		85.4	medium bipin	3238.72
Westinghouse	60800	linear		32	5000	48		82.1	medium bipin	2894.4
Westinghouse	37307	linear		32	5000	48		82.1	medium bipin	2894.4
Westinghouse	36016	linear		28	5000	48		86.5	medium bipin	2819.04
Energy Wiser	F32T8/850/EW	linear		32	5000	48		82.1	medium bipin	2894.4
Energy Wiser	F32T8/865/EW	linear		32	6500	48		83.1	medium bipin	3013.76
SATCO	S8145	linear		51.91	4209	48		80.9	miniature bipin	4487.6195
SATCO	S8144	linear		53.94	3472	48		81.7	miniature bipin	4653.4038
Howard	F54T5/841/HO	linear		54.6	3985	48		82.2	miniature bipin	4651.92
Ushio America	F49T5HO 841 ES 46	linear		49		48			miniature bipin	0
Ushio America	F54T5HO 835 46	linear		54		48			miniature bipin	0
Ushio America	F54T5HO 830 46	linear		54		48			miniature bipin	0
Ushio America	F54T5HO 841 46	linear		54		48			miniature bipin	0
Luma	F54T5/835/HO	linear		54.4	3413	48		82.4	miniature bipin	4569.6
Luma	F54T5/841/HO	linear		54.6	3985	48		82.2	miniature bipin	4651.92
Philips	F54T5/841/HO/A/EA*	linear		48.7	3932	48		81.5	miniature bipin	4587.54
Philips	F54T5/841/HO/EA*	linear		48.7	3932	48		81.5	miniature bipin	4587.54
Philips	F54T5/841/HO*	linear		53.6	3935	48		83	miniature bipin	4711.44
Philips	F54T5/835/HO*	linear		53.7	3427	48		81.6	miniature bipin	4779.3
Philips	F54T5/830/HO/EA*	linear		48.7	2809	48		83.9	miniature bipin	4417.09
Philips	F54T5/830/HO/A/EA*	linear		48.7	2809	48		83.9	miniature bipin	4417.09
Philips	F54T5/830/HO*	linear		53.7	2877	48		83	miniature bipin	4677.27
Philips	F54T5/835/HO/A/EA*	linear		48.8	3383	48		82.5	miniature bipin	4587.2
Philips	F54T5/835/HO/EA*	linear		48.8	3383	48		82.5	miniature bipin	4587.2
Ushio	F49T5HO/841/ES	linear		49	4100	48		80	miniature bipin	4214
Ushio	F49T5HO/835/ES	linear		49	3500	48		80	miniature bipin	4214
Ushio	F54T5HO/835	linear		56.5	4063	48		79.3	miniature bipin	4994.6
Ushio	F54T5HO/830	linear		56.5	4063	48		79.3	miniature bipin	4994.6
Ushio	F54T5HO/841	linear		56.5	4063	48		79.3	miniature bipin	4994.6
MaxLite	F54T5HO/835	linear		54	3500	48		83.8	miniature bipin	4563
MaxLite	F54T5HO/841	linear		54	4100	48		83.3	miniature bipin	4417.2
Superior LifeÂ®	91720	linear		54	3500	48		82.4	miniature bipin	4536
Superior LifeÂ®	91722	linear		54	4100	48		81	miniature bipin	4668.3
Superior LifeÂ®	91719	linear		54	3000	48		83.8	miniature bipin	4471.2
Superior LifeÂ®	91726	linear		49	4100	48		86	miniature bipin	4199.3
Eiko	F49T5/HO/835	linear		49	3435	48		83	miniature bipin	4756.43
Eiko	F49T5/HO/841	linear		49	4127	48		83.7	miniature bipin	4763.78
Eiko	F54T5/HO/830	linear		54	3536	48		80.4	miniature bipin	5163.48
Eiko	F54T5/HO/835	linear		54	3536	48		80.4	miniature bipin	5163.48
Eiko	F54T5/HO/841	linear		54	4185	48		81.4	miniature bipin	5112.72
SYLVANIA	20906; 20437; 27629	linear		54	3974	48		83	miniature bipin	4499.28
SYLVANIA	20904	linear		54	3312	48		82.6	miniature bipin	4509
OSRAM	21093	linear		54	4000	48		79.8	miniature bipin	4492.8
SYLVANIA	21071	linear		54	3270	48		83.1	miniature bipin	4757.4
SYLVANIA	21070	linear		54	2928	48		83.4	miniature bipin	4627.8
SYLVANIA	21043	linear		54	4140	48		78.2	miniature bipin	5189.4
SYLVANIA	21042	linear		54	3560	48		79.8	miniature bipin	4784.4
SYLVANIA	20964	linear		54	3920	48		80.9	miniature bipin	4870.8
SYLVANIA	20903	linear		54	2854	48		82.4	miniature bipin	4460.4
SYLVANIA	20198	linear		54	3979	48		83	miniature bipin	4336.2
SYLVANIA	20197	linear		54	3380	48		83	miniature bipin	4606.2
Duracell	FLO10369A	linear		55	4055	48		82.9	miniature bipin	4537.5
Duracell	FLO10369B	linear		55	4055	48		82.9	miniature bipin	4537.5
GE	F54W/T5/830/ECO	linear		54	2900	48		84	miniature bipin	4482
GE	F54W/T5/835/ECO	linear		54	3400	48		84	miniature bipin	4482
GE	F54W/T5/841/ECO	linear		54	4060	48		82	miniature bipin	4482
GE	F54T5/830/WM/ECO	linear		51	2870	48		84	miniature bipin	4488
GE	F54T5/835/WM/ECO	linear		51	3480	48		83	miniature bipin	4488
GE	F54T5/841/WM/ECO	linear		51	4070	48		82	miniature bipin	4488
GE	F54T5/XL/830/ECO	linear		54	2950	48		84	miniature bipin	4482
GE	F54T5/XL/835/ECO	linear		54	3490	48		83	miniature bipin	4482
GE	F54T5/XL/841/ECO	linear		54	4010	48		82	miniature bipin	4482
GE	F54T5/835ECO/PRO	linear		54	3510	48		83	miniature bipin	4482
GE	F54T5/841ECO/PRO	linear		54	4070	48		83	miniature bipin	4482
Westinghouse	37363	linear		49	4100	48		83.7	miniature bipin	4763.78
Westinghouse	37362	linear		49	3500	48		83	miniature bipin	4756.43
Lumapro	4XMJ7	linear		54	4100	48		81.4	miniature bipin	5112.45
Westinghouse	7008	linear		54	4100	48		81.4	miniature bipin	5112.45
Westinghouse	7007	linear		54	3500	48		80.4	miniature bipin	5163.588
Energy Wiser	F54T5/835/HO	linear		54	3500	48		80.4	miniature bipin	5163.48
Energy Wiser	F54T5/841/HO	linear		54	4100	48		81.4	miniature bipin	5112.72
Energy Wiser	F54T5/830/HO	linear		54	3000	48		82.6	miniature bipin	4403.7
SATCO	S8123	linear		53.53	5111	48		81.2	miniature bipin	4376.6128
SATCO	S8122	linear		53.53	5111	48		81.2	miniature bipin	4376.6128
Howard	F54T5/850/HO	linear		54.8	5057	48		83.6	miniature bipin	4521
Ushio America	F49T5HO 850 ES 46	linear		49		48			miniature bipin	0
Ushio America	F54T5HO 850 46	linear		54		48			miniature bipin	0
Luma	F54T5/850/HO	linear		54.8	5057	48		83.6	miniature bipin	4521
Philips	F54T5/865/HO*	linear		53.7	6271	48		82.6	miniature bipin	4365.81
Philips	F54T5/850/HO/A/EA*	linear		48.7	4898	48		84.3	miniature bipin	4485.27
Philips	F54T5/850/HO/EA*	linear		48.7	4898	48		84.3	miniature bipin	4485.27
Philips	F54T5/850/HO*	linear		53.6	4960	48		82.8	miniature bipin	4566.72
Ushio	F49T5HO/850/ES	linear		49	5000	48		80	miniature bipin	4018
Ushio	F54T5HO/850	linear		56.1	5287.8	48		75.4	miniature bipin	4852.089
MaxLite	F54T5HO/850	linear		54	5000	48		84.9	miniature bipin	4228.2
Sky-Brite PlusÂ®	91727	linear		49	5000	48		83.2	miniature bipin	4155.2
Sky-Brite PlusÂ®	91723	linear		54	5000	48		86.1	miniature bipin	4455
Superior LifeÂ®	91725	linear		54	6500	48		83	miniature bipin	4631.04
Vita-BriteÂ®	91724	linear		54	5700	48		83.6	miniature bipin	4455
Vita-BriteÂ®	91728	linear		49	5700	48		83.2	miniature bipin	4155.2
Eiko	F49T5/HO/850	linear		49	4999	48		83.2	miniature bipin	4702.04
Eiko	F49T5/HO/865	linear		49	6648	48		83.3	miniature bipin	4571.21
Eiko	F54T5/HO/850	linear		54	5257	48		83.1	miniature bipin	5028.48
Eiko	F54T5/HO/865	linear		32	6407	48		82.3	miniature bipin	2607.36
SYLVANIA	20949	linear		54	4823	48		83.8	miniature bipin	4373.46
SYLVANIA	21044	linear		54	5080	48		80.4	miniature bipin	4854.6
SYLVANIA	20199	linear		54	4637	48		84.1	miniature bipin	4185
OSRAM	20613	linear		54	6240	48		77.8	miniature bipin	4287.6
Duracell	FLO10370B	linear		56.2	4964	48		84.1	miniature bipin	4602.78
GE	F54W/T5/850/ECO	linear		54	5080	48		85	miniature bipin	4320
GE	F54W/T5/865/ECO	linear		54	6590	48		85	miniature bipin	4158
GE	F54T5/850/WM/ECO	linear		51	5110	48		86	miniature bipin	4284
GE	F54T5/865/WM/ECO	linear		51	6590	48		86	miniature bipin	4182
GE	F54T5/XL/850/ECO	linear		54	4990	48		85	miniature bipin	4320
GE	F54T5/XL/865/ECO	linear		54	6680	48		85	miniature bipin	4158
GE	F54T5/850ECO/PRO	linear		54	5130	48		85	miniature bipin	4320
Lumapro	4XMJ8	linear		54	5000	48		83.1	miniature bipin	5028.372
Westinghouse	37365	linear		49	5000	48		83.6	miniature bipin	4702.04
Westinghouse	7032	linear		54	5000	48		83.1	miniature bipin	5028.372
Energy Wiser	F54T5/850/HO	linear		54	5000	48		83.1	miniature bipin	5028.48
SATCO	S8133	linear		27.88	4081	48		83.7	miniature bipin	2635.2176
SATCO	S8132	linear		27.88	4081	48		83.7	miniature bipin	2635.2176
SATCO	S8131	linear		27.91	2994	48		83.6	miniature bipin	2604.003
Ushio America	F28T5 841 46	linear		28		48			miniature bipin	0
Ushio America	F28T5 835 46	linear		28		48			miniature bipin	0
Ushio America	F28T5 830 46	linear		28		48			miniature bipin	0
Philips	F28T5/841*	linear		27.4	3994	48		83.6	miniature bipin	2655.06
Philips	F28T5/835*	linear		27.5	3421	48		83.4	miniature bipin	2722.5
Philips	F28T5/830*	linear		26.9	2874	48		83.6	miniature bipin	2552.81
Ushio	F28T5/830	linear		28.6	3640.2	48		81	miniature bipin	2858.284
Ushio	F28T5/841	linear		28.6	3640.2	48		81	miniature bipin	2858.284
Ushio	F28T5/835	linear		28.6	3640.2	48		81	miniature bipin	2858.284
MaxLite	F28T5/841	linear		28	4100	48		84.9	miniature bipin	2606.8
Superior LifeÂ®	91706	linear		28	3000	48		84.8	miniature bipin	2517.2
Superior LifeÂ®	91708	linear		28	4100	48		84.4	miniature bipin	2514.4
Superior LifeÂ®	91713	linear		28	3500	48		83.6	miniature bipin	2494.8
Superior LifeÂ®	72722	linear		54	4100	48		85.1	miniature bipin	5059.26
Eiko	F28T5/835	linear		28	3484	48		82.7	miniature bipin	2632.84
Eiko	F28T5/841	linear		28	4080	48		83.7	miniature bipin	2644.6
Eiko	F28T5/830	linear		28	2994	48		83.6	miniature bipin	2612.4
SYLVANIA	20901; 20065; 27706	linear		28	3295	48		84	miniature bipin	2544.92
OSRAM	26782	linear		28	4000	48		81.5	miniature bipin	2437.96
OSRAM	26781	linear		28	2880	48		83.9	miniature bipin	2409.4
SYLVANIA	20902; 20062	linear		28	3980	48		83	miniature bipin	2584.4
SYLVANIA	21311	linear		28	3880	48		81.9	miniature bipin	2676.8
SYLVANIA	21310	linear		28	3339	48		84	miniature bipin	2573.2
SYLVANIA	21309	linear		28	2880	48		85.5	miniature bipin	2718.8
SYLVANIA	21060	linear		28	2880	48		84.5	miniature bipin	2881.2
SYLVANIA	21058	linear		28	4000	48		82.4	miniature bipin	2688.84
SYLVANIA	21057	linear		28	3540	48		81.4	miniature bipin	2760.8
SYLVANIA	20948	linear		28	2940	48		84.2	miniature bipin	2690.8
SYLVANIA	20944	linear		28	3890	48		83.3	miniature bipin	2576
SYLVANIA	20943	linear		28	3257	48		83.4	miniature bipin	2648.8
SYLVANIA	20868	linear		28	2891	48		84	miniature bipin	2503.2
GE	F28W/T5/830/ECO	linear		28	2930	48		84	miniature bipin	2716
GE	F28W/T5/835/ECO	linear		28	3580	48		84	miniature bipin	2716
GE	F28W/T5/841/ECO	linear		28	3940	48		83	miniature bipin	2716
GE	F28T5/830/WM/ECO	linear		26	2890	48		84	miniature bipin	2626
GE	F28T5/835/WM/ECO	linear		26	3480	48		83	miniature bipin	2626
GE	F28T5/841/WM/ECO	linear		26	4100	48		82	miniature bipin	2626
GE	F28WT5/830/HL/ECO	linear		28	2940	48		84	miniature bipin	2772
GE	F28WT5/835/HL/ECO	linear		28	3430	48		84	miniature bipin	2772
GE	F28WT5/841/HL/ECO	linear		28	4080	48		83	miniature bipin	2772
Westinghouse	7005	linear		28	4100	48		83.7	miniature bipin	2644.6
Westinghouse	7004	linear		28	3500	48		82.7	miniature bipin	2632.84
Westinghouse	7003	linear		28	3000	48		83.5	miniature bipin	2624.44
Energy Wiser	F28T5/830	linear		28	3000	48		83.5	miniature bipin	2624.44
Energy Wiser	F28T5/835	linear		28	3500	48		82.7	miniature bipin	2632.84
Energy Wiser	F28T5/841	linear		28	4100	48		83.7	miniature bipin	2644.6
SATCO	S8115	linear		24.7	4953	48		85.8	miniature bipin	2489.513
SATCO	S8114	linear		24.7	4953	48		85.8	miniature bipin	2489.513
Ushio America	F28T5 850 46	linear		28		48			miniature bipin	0
Ushio	F28T5/850	linear		28.7	5190.2	48		77.2	miniature bipin	2581.565
Sky-Brite PlusÂ®	91707	linear		28	5000	48		84	miniature bipin	2410.8
Superior LifeÂ®	72723	linear		54	5000	48		83.3	miniature bipin	5016.6
Eiko	F28T5/850	linear		28	5153	48		80.5	miniature bipin	2640.12
Eiko	F28T5/865	linear		28	6832	48		80.3	miniature bipin	2469.04
SYLVANIA	20061; 20990	linear		28	6100	48		79.3	miniature bipin	2388.4
SYLVANIA	22203	linear		28	5154	48		83.2	miniature bipin	2531.2
GE	F28W/T5/850/ECO	linear		28	5060	48		86	miniature bipin	2576
GE	F28W/T5/865/ECO	linear		28	6510	48		86	miniature bipin	2520
GE	F28T5/850/WM/ECO	linear		26	5000	48		86	miniature bipin	2496
GE	F28T5/865/WM/ECO	linear		26	6600	48		84	miniature bipin	2444
GE	F28WT5/850/HL/ECO	linear		28	4970	48		85	miniature bipin	2632
GE	F28WT5/865/HL/ECO	linear		28	6690	48		85	miniature bipin	2576
Westinghouse	7030	linear		28	5000	48		80.5	miniature bipin	2640.12
Energy Wiser	F28T5/865	linear		28	6500	48		80.3	miniature bipin	2469.04
GE	F96T8/SPX35/HO*	linear		84.9	3360	96		82.7		8821.11
GE	F96T8/SPX41/HO*	linear		85	3928	96		81		8874
GE	F96T12/HL41/HO/WM	linear		94.51	3969	96		81.2		9110.764
Philips	F96T8/TL841/HO PLUS*	linear		85	3928	96		81		8874
Philips	F96T8/TL835/HO PLUS*	linear		84.9	3360	96		82.7		8821.11
SYLVANIA	22204	linear		86	3273.5	96		83.6		8557
SYLVANIA	22207; 27705	linear		59	3890	96		80.9		5787.9
SYLVANIA	22206	linear		86	3290	96		84.2		8152.8
SYLVANIA	22205	linear		86	3890	96		81.7		8135.6
GE	F96T8/SPX41/HO	linear		86	4050	96		81		8514
GE	F96T8/SPX35/HO	linear		86	3430	96		82		8514
GE	F96T8/SP41/HO	linear		86	4020	96		77		8084
GE	F96T8/SP35/HO	linear		86	3320	96		78		8084
GE	F96T8/SP30/HO	linear		86	2890	96		79		8084
GE	F96T12HL41/HO/WM	linear		95	4070	96		80		8930
GE	F96T12HL30/HO/WM	linear		95	3070	96		81		8930
GE	F96T8/SPX50/HO*	linear		84.9	4783	96		80.7		8668.29
Philips	F96T8/TL850/HO PLUS*	linear		84.9	4783	96		80.7		8668.29
GE	F96T8/SPX65/HO	linear		86	6060	96		76		8170
